label,year1958,year1959,year1960,year1961,year1962,year1963,year1964,year1965,year1966,year1967,year1968,year1969,year1970,year1971,year1972,year1973,year1974,year1975,year1976,year1977,year1978,year1979,year1980,year1981,year1982,year1983,year1984,year1985,year1986,year1987,year1988,year1989,year1990,year1991,year1992,year1993,year1994,year1995,year1996,year1997,year1998,year1999,year2000,year2001,year2002,year2003,year2004,year2005,year2006,year2007,year2008,year2009,year2010,year2011,year2012,year2013,year2014,year2015,year2016,northing,easting
"247500,337500",9,4,9,5,1,2,2,7,7,7,2,1,8,0,3,2,8,4,0,6,5,5,8,8,6,4,1,7,8,7,6,3,5,1,8,4,9,1,0,2,7,6,9,2,4,3,4,0,5,9,6,1,0,0,9,3,3,6,3,337500,247500
"217500,332500",8,3,9,6,1,1,1,6,7,8,2,3,4,1,2,0,3,0,0,6,2,4,5,5,5,1,3,6,4,6,4,2,4,0,3,5,8,2,0,2,8,6,9,0,9,3,7,7,8,5,9,8,4,1,9,7,7,9,7,332500,217500
"222500,332500",8,4,9,7,1,2,2,8,8,8,2,3,5,1,3,1,5,1,0,7,2,6,6,7,6,2,3,7,4,7,4,3,4,0,4,5,9,1,0,1,8,6,9,0,8,2,6,5,7,3,9,4,0,0,9,3,5,9,6,332500,222500
"227500,332500",9,5,9,6,2,2,0,9,8,8,2,4,6,1,3,2,6,3,0,8,2,6,7,7,6,2,3,7,4,7,4,3,4,0,4,5,8,1,0,1,7,5,9,1,8,1,6,4,7,3,9,3,0,0,8,1,5,9,5,332500,227500
"232500,332500",9,4,9,4,0,1,2,8,8,8,2,3,7,0,3,0,7,1,0,7,2,5,6,7,5,2,2,5,4,6,4,3,3,0,5,4,7,1,0,1,8,7,9,2,8,3,6,5,6,3,9,6,1,1,9,4,6,9,8,332500,232500
"217500,327500",8,3,8,5,1,2,0,6,6,6,1,3,5,2,2,0,3,0,0,7,2,4,5,4,5,0,2,7,4,6,4,3,3,0,4,6,9,1,1,3,9,7,9,1,8,2,7,6,8,5,8,9,4,1,9,7,8,9,7,327500,217500
"222500,327500",8,3,9,5,1,2,0,7,7,8,2,3,5,1,3,0,4,1,0,7,2,5,6,6,5,1,3,8,4,6,4,2,3,0,4,5,9,1,1,2,8,6,9,0,8,3,6,6,8,4,9,7,2,0,9,4,7,9,7,327500,222500
"227500,327500",8,4,9,5,1,2,0,8,8,7,1,3,6,1,3,1,6,2,0,8,2,5,6,6,5,2,3,7,4,7,4,3,4,0,4,5,9,1,0,1,8,6,9,2,8,2,6,4,7,3,9,5,0,0,9,3,7,9,7,327500,227500
"232500,327500",8,4,9,3,1,1,1,8,8,6,1,4,7,1,3,0,6,2,0,7,2,5,6,6,5,2,2,7,5,6,4,3,4,0,5,4,9,1,0,0,8,7,9,2,8,3,5,4,7,3,9,6,2,0,9,3,7,9,8,327500,232500
"152500,962500",0,7,1,2,3,0,3,3,2,8,0,1,5,2,0,4,4,1,1,3,4,5,4,8,6,5,2,5,7,1,6,9,9,2,9,3,7,8,3,4,9,9,7,0,2,1,6,8,5,8,7,6,0,7,4,6,8,9,6,962500,152500
"152500,957500",1,6,0,2,4,0,3,3,3,8,0,1,4,3,0,4,5,1,1,2,5,5,4,8,7,6,2,5,7,1,7,9,9,2,9,3,7,9,2,4,8,9,6,0,2,1,5,8,4,8,7,6,0,7,3,6,8,9,6,957500,152500
"152500,952500",1,6,0,2,3,0,3,3,3,8,0,1,4,3,0,4,4,1,1,2,4,5,5,9,8,6,2,5,7,1,7,9,9,2,9,3,7,8,2,5,8,9,7,0,2,1,6,7,4,8,6,6,0,7,4,5,8,9,6,952500,152500
"422500,1072500",1,0,0,1,5,0,3,2,6,8,0,4,6,3,0,8,0,1,1,2,4,9,2,7,5,7,3,5,8,4,7,5,9,4,8,3,6,3,2,5,9,9,8,4,6,1,3,7,6,7,8,6,1,2,4,2,9,9,7,1072500,422500
"502500,397500",8,0,9,4,1,3,0,8,8,4,7,9,5,2,3,3,3,1,1,4,6,7,9,7,3,4,5,6,6,7,3,1,0,0,5,6,4,0,1,2,6,7,9,6,7,1,8,2,5,8,9,4,2,0,9,2,8,2,5,397500,502500
"507500,397500",8,0,9,3,1,4,0,8,7,3,6,9,4,2,2,3,3,1,1,4,6,7,9,7,4,4,5,6,6,6,3,1,0,0,5,7,5,0,1,2,7,8,9,6,7,1,8,2,5,8,9,4,3,0,9,2,8,2,5,397500,507500
"512500,397500",9,0,9,3,1,3,0,7,7,3,6,8,5,2,3,2,3,2,1,4,6,7,9,7,4,4,5,5,6,6,3,1,0,0,4,7,6,0,1,2,7,8,9,5,8,1,8,2,5,9,9,4,4,0,8,2,8,1,6,397500,512500
"517500,397500",9,0,9,4,1,3,0,6,6,2,7,8,3,2,3,2,2,3,1,4,6,7,9,6,4,3,5,5,8,7,5,1,0,0,4,7,5,0,1,2,7,7,9,5,8,1,8,3,6,8,9,4,4,0,9,1,8,2,6,397500,517500
"522500,397500",9,0,9,4,2,4,0,9,6,3,8,7,3,1,2,2,3,1,2,4,7,6,9,6,5,4,4,5,7,6,5,1,0,0,4,7,6,0,1,2,8,7,9,5,7,1,8,3,6,8,8,3,3,0,9,1,8,2,5,397500,522500
"527500,397500",9,1,9,4,2,3,0,9,7,4,8,8,3,1,2,2,2,1,2,4,8,7,9,5,5,4,4,5,7,6,4,0,0,0,6,7,6,0,1,3,6,7,9,6,6,1,7,3,5,8,8,3,3,0,9,1,8,2,5,397500,527500
"532500,397500",9,1,9,5,2,5,0,9,8,3,7,7,3,1,2,2,2,0,2,4,8,8,9,5,4,4,5,4,7,6,4,1,0,0,6,8,6,0,1,3,6,7,9,6,6,1,7,2,4,9,7,3,3,0,8,1,8,3,5,397500,532500
"537500,397500",8,1,9,5,2,6,0,9,8,3,7,7,3,1,2,1,2,0,2,4,8,8,9,5,4,4,5,4,6,6,4,0,0,0,6,9,5,1,1,4,6,7,9,7,7,2,7,2,3,8,6,3,3,0,8,1,9,3,5,397500,537500
"542500,397500",7,1,8,4,2,4,0,8,7,4,7,7,6,2,1,2,3,0,1,5,9,8,9,5,4,3,4,3,6,5,3,0,0,0,6,9,6,1,1,4,5,7,9,6,8,2,7,2,3,8,8,5,6,0,9,1,9,2,3,397500,542500
"502500,392500",8,0,9,3,1,4,0,8,8,4,7,9,4,2,3,4,4,1,1,2,7,6,9,7,3,3,5,5,6,7,3,1,0,0,6,6,4,0,1,2,6,7,9,6,7,1,8,2,5,8,9,5,3,0,9,2,8,2,5,392500,502500
"507500,392500",8,0,9,3,1,4,0,8,7,3,6,8,4,2,3,3,3,1,1,2,7,7,9,6,3,4,5,6,6,8,4,1,0,0,4,7,5,0,1,2,6,7,9,6,7,1,8,2,5,8,9,5,4,0,9,2,9,2,5,392500,507500
"512500,392500",8,0,9,3,1,4,0,8,7,3,7,8,4,2,3,2,3,1,1,3,6,7,9,7,4,4,4,6,7,6,3,1,0,0,5,8,5,0,1,2,6,5,9,5,7,1,8,2,6,8,9,5,4,0,9,2,9,2,6,392500,512500
"517500,392500",9,0,9,4,2,3,0,8,7,3,6,8,4,1,2,2,2,1,1,4,7,6,9,6,4,3,4,5,7,6,3,1,0,0,4,8,5,0,1,3,7,7,9,5,7,1,8,3,6,8,9,5,5,0,8,2,9,2,6,392500,517500
"522500,392500",9,1,9,4,2,3,0,8,7,4,7,8,4,1,2,2,3,1,1,3,7,6,9,6,4,4,2,5,6,5,3,0,0,0,5,8,6,0,1,3,7,7,9,6,7,1,8,3,6,8,9,5,4,0,9,2,8,2,5,392500,522500
"527500,392500",9,1,9,3,2,3,0,8,7,4,8,8,3,1,2,2,2,1,2,4,8,7,9,5,5,4,4,5,7,5,4,0,0,0,6,7,6,0,1,3,6,7,9,6,6,1,7,3,6,9,8,4,3,0,9,1,8,2,5,392500,527500
"532500,392500",8,1,9,3,2,3,0,9,7,3,8,7,4,1,2,2,3,1,2,4,8,8,9,5,5,4,5,5,7,6,4,0,0,0,6,7,6,0,1,3,6,7,9,6,6,1,7,2,4,9,8,4,3,0,9,1,8,2,5,392500,532500
"537500,392500",7,1,8,3,2,3,0,8,7,3,8,7,5,1,2,1,3,0,2,4,9,8,9,5,5,4,5,4,7,6,4,0,0,0,6,9,6,1,1,4,6,7,9,6,7,2,6,2,3,9,8,4,3,0,9,1,8,2,5,392500,537500
"542500,392500",7,1,8,3,2,3,0,8,7,3,8,7,5,1,2,2,3,0,2,4,9,8,9,5,5,4,4,3,6,6,4,0,0,0,7,9,6,1,1,4,6,7,9,6,7,1,6,3,4,9,8,5,5,0,9,1,8,2,2,392500,542500
"547500,392500",8,1,9,3,1,3,0,8,7,4,8,6,5,1,2,2,3,1,2,4,8,8,9,5,5,3,4,4,6,6,4,0,0,0,7,9,6,1,1,4,6,6,9,7,7,2,7,3,3,9,8,5,5,0,9,0,7,2,2,392500,547500
"502500,387500",9,0,9,3,1,3,0,8,7,5,6,9,4,2,3,4,5,1,1,2,7,6,8,7,4,4,4,3,5,6,2,1,0,0,6,7,4,0,1,3,7,7,9,6,8,2,8,2,5,9,8,6,3,0,9,2,8,1,5,387500,502500
"507500,387500",8,0,9,3,1,3,0,8,7,4,6,8,3,2,3,3,4,1,1,2,6,7,9,6,4,4,5,4,5,7,2,1,0,0,5,7,5,0,1,4,7,7,9,6,8,2,8,2,6,9,8,6,3,0,9,2,9,1,5,387500,507500
"512500,387500",8,0,9,3,2,3,0,8,7,4,6,7,3,1,3,2,4,1,1,2,5,6,9,6,4,3,4,5,7,6,3,1,0,0,5,8,5,0,1,4,7,7,9,7,8,1,8,2,6,8,9,5,4,0,9,2,9,2,6,387500,512500
"517500,387500",9,0,9,3,2,2,0,8,7,4,7,7,4,1,2,2,4,1,1,3,7,6,9,6,4,3,4,5,6,5,3,1,0,0,5,8,6,0,1,3,7,6,9,7,8,1,8,3,6,8,8,5,4,0,9,2,9,2,5,387500,517500
"522500,387500",9,1,9,3,1,3,0,8,7,5,8,7,4,0,1,2,3,1,2,3,6,6,9,6,5,5,2,5,6,4,3,0,0,0,4,8,7,0,2,4,7,6,9,8,8,2,7,3,6,9,8,5,4,1,9,1,7,2,4,387500,522500
"527500,387500",9,1,9,3,2,2,0,8,7,4,8,7,4,1,2,1,3,1,2,3,8,7,9,6,5,5,3,5,6,5,4,0,0,0,6,8,6,0,2,3,7,6,9,6,7,2,7,3,5,9,8,4,4,0,9,1,8,1,4,387500,527500
"532500,387500",8,1,9,3,3,2,0,9,7,3,7,7,5,1,2,1,3,1,2,4,8,8,9,6,5,5,4,4,7,5,4,1,0,0,6,8,6,0,2,4,7,6,9,6,7,2,6,2,3,9,8,5,3,0,9,0,8,1,4,387500,532500
"537500,387500",7,1,9,2,2,3,0,8,8,3,8,7,5,1,2,2,3,1,2,4,9,7,9,6,5,4,5,4,7,6,5,1,0,0,6,8,6,0,1,4,7,7,8,6,6,1,5,3,3,9,8,4,3,0,9,0,9,2,4,387500,537500
"542500,387500",7,1,9,2,2,3,0,8,8,3,8,7,5,1,2,2,4,1,2,4,9,7,8,6,5,3,5,5,7,6,4,1,0,0,7,8,5,0,1,4,7,6,8,6,6,1,6,3,4,9,9,4,3,0,9,0,9,2,3,387500,542500
"547500,387500",7,1,9,3,1,3,0,8,7,5,9,6,4,2,2,2,4,1,2,4,9,8,8,5,5,3,5,5,7,6,4,1,0,0,7,8,6,0,1,4,7,6,9,7,6,1,6,2,3,9,8,4,3,0,9,0,8,2,3,387500,547500
"502500,382500",8,0,9,3,1,2,0,9,7,5,6,9,3,1,2,5,4,1,1,4,7,6,8,7,3,4,4,4,5,5,3,2,0,0,5,7,4,0,1,3,7,6,9,7,8,1,8,2,6,8,9,6,3,0,9,2,8,2,6,382500,502500
"507500,382500",9,0,9,3,1,3,0,9,7,5,6,8,3,1,2,2,4,1,1,3,7,6,8,6,4,3,4,5,5,6,4,2,0,0,5,8,4,0,1,4,6,7,9,7,8,1,7,2,7,8,9,6,3,0,9,2,8,2,5,382500,507500
"512500,382500",8,0,9,2,1,4,0,8,6,4,6,6,2,1,3,2,4,1,1,3,7,7,9,6,3,3,4,6,6,5,4,1,0,0,5,8,4,0,1,5,7,7,9,7,9,2,9,3,7,8,8,5,3,0,9,2,8,2,5,382500,512500
"517500,382500",9,0,9,3,2,3,0,9,7,4,7,7,3,1,2,2,4,1,1,3,7,6,9,6,4,4,4,5,6,6,3,1,0,0,5,8,5,0,1,4,7,6,9,7,8,2,8,2,6,8,8,5,3,0,9,1,8,2,5,382500,517500
"522500,382500",8,1,9,3,2,3,0,9,7,5,8,7,4,0,2,2,3,1,2,2,8,6,9,7,4,4,5,6,7,5,4,0,0,0,6,8,6,0,2,3,8,5,9,7,6,1,6,3,5,9,8,4,4,1,9,1,7,1,3,382500,522500
"527500,382500",8,0,9,3,2,2,0,8,7,5,8,6,4,0,1,1,3,1,2,4,7,7,9,7,4,5,3,5,7,6,5,0,0,0,6,8,7,1,2,4,9,6,9,6,6,2,5,3,4,9,8,3,4,1,9,1,8,2,3,382500,527500
"532500,382500",8,0,9,3,2,2,0,9,7,3,8,6,5,1,2,1,3,1,2,4,8,7,8,6,4,4,3,4,7,6,5,0,0,0,6,7,6,1,2,3,8,7,9,7,6,2,5,3,4,9,9,5,5,0,9,1,8,1,4,382500,532500
"537500,382500",7,1,9,3,2,3,0,8,7,3,8,7,5,1,2,1,4,1,2,4,9,7,8,5,4,3,3,4,7,6,5,0,0,0,6,8,6,0,2,4,8,6,9,7,6,2,6,2,4,9,8,5,3,0,9,1,9,1,5,382500,537500
"542500,382500",7,1,8,3,2,3,0,8,7,4,9,6,5,2,2,2,4,1,1,4,9,8,8,6,4,3,5,5,7,6,5,0,0,0,7,8,5,0,1,3,7,6,9,7,6,1,6,2,3,9,8,4,3,0,9,1,9,2,4,382500,542500
"547500,382500",8,1,9,3,1,3,0,9,8,6,8,7,5,2,2,1,4,0,1,4,9,8,7,6,5,3,4,5,7,6,4,1,0,0,6,8,4,0,2,3,7,5,9,7,6,1,6,2,3,8,7,5,3,0,9,2,9,2,4,382500,547500
"502500,377500",9,0,9,3,1,2,0,9,7,5,6,8,3,1,2,3,5,0,1,3,7,6,8,7,4,3,4,4,5,6,3,2,0,0,5,8,4,0,1,4,7,6,9,7,8,1,7,2,5,9,8,6,4,1,9,2,8,2,6,377500,502500
"507500,377500",9,0,9,3,1,3,0,9,7,5,6,8,4,1,2,2,4,1,1,3,7,6,8,6,4,3,4,5,5,7,4,2,0,0,5,8,4,0,1,3,6,6,9,7,8,1,7,2,7,8,9,5,3,0,9,2,8,2,6,377500,507500
"512500,377500",8,0,9,3,1,3,0,9,7,4,6,7,3,1,2,2,4,1,1,3,7,7,9,6,4,3,4,5,5,5,4,1,0,0,6,8,5,0,1,4,6,6,9,7,8,2,9,2,7,8,8,5,3,0,9,2,8,2,6,377500,512500
"517500,377500",8,0,9,3,2,3,0,9,7,4,7,7,3,1,2,2,4,1,1,3,7,6,9,6,4,4,4,5,6,6,3,1,0,0,6,8,5,0,1,4,7,6,9,7,8,2,8,2,5,9,8,5,3,0,9,1,8,2,5,377500,517500
"522500,377500",8,0,9,3,2,3,0,9,7,3,8,6,4,0,2,2,4,1,1,3,8,6,9,7,5,4,3,5,6,6,4,1,0,0,6,8,6,0,1,4,7,5,9,7,7,2,7,2,5,9,8,4,3,1,9,1,8,2,5,377500,522500
"527500,377500",8,0,9,3,2,2,0,9,6,3,8,5,4,0,2,2,3,1,1,3,7,6,9,7,5,4,3,5,7,6,4,1,0,0,6,8,6,0,1,5,8,6,9,7,7,2,7,3,4,9,8,4,4,1,9,1,8,2,5,377500,527500
"532500,377500",7,1,9,3,2,2,0,9,6,4,8,7,5,1,3,1,5,1,1,3,8,7,8,6,5,3,4,4,7,5,4,0,0,0,6,8,6,0,1,3,8,6,9,7,6,2,7,2,4,9,8,4,3,0,9,2,9,2,5,377500,532500
"537500,377500",7,0,9,3,2,2,1,9,7,3,9,6,4,1,3,2,5,1,2,4,8,6,8,6,4,3,3,4,8,6,5,0,0,0,7,8,5,0,1,4,8,6,9,7,6,2,7,2,4,9,7,5,3,0,9,1,8,1,5,377500,537500
"542500,377500",7,0,9,3,2,2,0,9,7,4,9,6,4,1,3,2,4,1,2,4,8,7,8,5,5,3,5,5,8,6,6,0,0,0,7,8,5,1,1,3,8,6,9,7,6,2,6,2,3,9,7,4,3,0,9,1,8,1,4,377500,542500
"547500,377500",8,1,9,3,1,3,1,8,7,4,9,6,4,2,2,2,5,1,2,4,9,8,8,5,6,3,5,5,6,6,4,0,0,0,7,8,4,0,0,3,6,6,9,7,7,2,7,2,3,8,7,4,3,0,9,1,9,1,5,377500,547500
"502500,372500",9,0,9,2,1,3,0,9,7,5,6,8,3,1,2,3,5,0,1,3,6,7,8,6,4,3,4,4,5,5,3,2,0,0,6,9,6,1,1,4,7,7,8,7,8,1,7,2,4,9,8,6,4,0,9,2,8,2,5,372500,502500
"507500,372500",9,0,9,3,1,3,0,9,7,4,6,8,4,1,2,2,4,0,1,3,7,7,8,6,4,3,4,5,5,6,3,2,0,0,6,9,5,1,1,4,7,6,8,6,8,1,8,2,5,9,8,5,3,0,9,2,7,2,7,372500,507500
"512500,372500",8,0,9,3,1,3,0,9,6,5,6,9,3,1,3,2,4,1,1,2,7,7,9,6,4,4,4,5,5,6,3,1,0,0,7,9,6,0,1,4,7,5,8,6,7,2,8,2,5,8,8,4,3,0,9,2,8,2,7,372500,512500
"517500,372500",8,0,9,3,2,3,0,9,7,4,7,8,3,1,2,2,4,1,1,3,7,7,9,6,5,4,4,5,6,6,3,1,0,0,6,8,5,0,1,4,6,5,9,7,7,2,8,2,5,9,8,4,3,0,9,1,8,2,6,372500,517500
"522500,372500",9,1,9,3,2,3,0,9,7,3,7,6,4,0,2,2,4,1,1,3,8,7,9,7,5,4,3,5,6,7,4,1,0,0,6,8,5,0,1,4,6,5,8,7,6,2,8,2,5,9,8,4,3,0,9,1,8,2,6,372500,522500
"527500,372500",8,0,9,3,2,3,0,9,6,3,7,7,4,1,2,2,5,2,1,3,8,7,9,7,5,4,4,5,6,6,4,1,0,0,6,8,5,0,1,3,7,6,9,7,6,2,8,2,4,9,8,4,3,0,9,1,8,1,5,372500,527500
"532500,372500",6,0,9,3,2,2,1,9,7,4,9,7,5,1,3,1,5,1,1,3,7,7,8,6,5,3,4,4,7,5,4,0,0,0,6,8,6,0,1,3,8,6,9,7,6,2,8,2,4,9,8,4,3,0,9,2,8,2,5,372500,532500
"537500,372500",6,0,9,3,2,2,0,9,7,3,9,6,4,1,3,2,5,1,1,3,8,5,8,6,5,3,5,4,8,7,6,0,0,0,8,9,5,1,2,4,8,6,9,7,7,2,7,3,4,8,6,4,2,0,9,1,7,1,4,372500,537500
"542500,372500",7,0,9,3,2,2,1,9,8,4,9,5,2,0,3,2,5,3,1,4,8,6,8,4,6,3,5,5,8,6,6,0,0,0,7,8,5,1,1,3,7,6,9,7,8,2,7,2,4,9,6,4,3,0,9,1,7,1,4,372500,542500
"547500,372500",7,1,9,3,2,3,1,9,8,3,9,6,4,1,2,2,5,1,2,4,9,8,8,5,6,3,5,5,7,6,5,0,0,0,7,8,4,1,0,3,6,6,9,6,7,2,7,2,4,8,7,4,3,0,9,0,8,1,4,372500,547500
"502500,367500",9,0,9,3,1,3,0,9,7,5,7,8,4,1,2,2,6,1,1,3,7,6,8,7,4,3,4,4,5,7,3,2,0,0,6,8,5,0,1,4,6,7,9,6,8,1,8,2,3,9,8,4,5,0,9,2,6,2,5,367500,502500
"507500,367500",9,0,9,3,1,3,0,9,7,5,7,8,4,1,3,2,5,0,1,2,6,7,8,6,3,3,4,4,5,6,3,2,0,0,6,8,5,1,1,4,6,7,9,6,8,1,8,2,4,9,8,5,4,0,9,2,7,2,7,367500,507500
"512500,367500",8,0,9,3,1,3,0,9,6,5,6,9,4,1,3,2,5,0,1,2,7,8,9,6,4,3,4,5,5,6,3,1,0,0,6,7,4,1,1,4,7,6,9,7,8,2,8,2,4,8,8,5,3,0,9,2,7,2,7,367500,512500
"517500,367500",8,0,9,3,1,3,0,9,7,5,7,9,4,1,3,2,5,1,1,2,7,7,8,6,4,3,4,5,5,6,3,2,0,0,6,9,5,0,1,3,6,6,9,7,8,2,8,2,4,8,8,4,4,0,9,2,7,1,6,367500,517500
"522500,367500",9,0,9,3,2,3,0,9,7,4,8,7,4,1,3,2,4,1,1,2,8,7,8,6,5,3,4,5,6,7,3,1,0,0,6,9,5,0,1,3,6,6,9,6,8,2,8,2,5,7,8,4,4,0,9,2,7,1,5,367500,522500
"527500,367500",9,0,9,3,2,3,0,9,7,3,7,7,4,1,3,2,5,2,1,2,8,6,9,6,5,3,4,5,6,6,4,1,0,0,6,8,5,0,1,4,7,6,9,7,7,2,8,2,4,8,8,4,3,0,9,1,8,1,5,367500,527500
"532500,367500",6,0,9,3,2,2,0,9,7,4,9,6,4,0,2,2,5,1,1,3,8,6,8,5,6,3,5,4,7,6,4,1,0,0,7,9,5,1,1,4,8,6,9,7,7,2,8,3,4,8,7,3,3,0,9,1,8,2,5,367500,532500
"537500,367500",6,0,9,3,2,2,0,9,8,4,9,6,4,0,2,2,5,1,1,3,8,6,8,5,7,3,5,5,7,6,4,1,0,0,7,9,4,1,2,4,8,6,9,7,7,3,7,3,4,8,6,3,2,0,9,1,8,1,5,367500,537500
"542500,367500",6,0,9,3,2,2,0,9,8,3,9,6,4,1,2,2,5,2,1,3,8,7,8,4,6,3,4,5,6,6,5,0,0,0,7,8,5,1,1,4,7,7,9,7,8,3,7,2,5,9,6,4,3,0,9,1,8,1,4,367500,542500
"547500,367500",7,1,9,3,2,2,0,9,8,3,9,6,3,1,2,2,5,1,1,4,8,7,8,4,6,3,5,5,6,6,4,0,0,0,7,8,5,1,1,4,7,7,9,6,8,3,7,2,4,9,6,4,3,0,9,0,8,2,5,367500,547500
"502500,362500",9,0,9,3,1,3,0,9,7,4,7,8,4,1,3,2,6,1,1,2,7,5,8,6,4,3,6,4,5,8,3,2,0,0,5,7,5,1,0,4,6,7,9,6,8,1,8,2,3,9,8,4,5,0,9,2,7,2,6,362500,502500
"507500,362500",9,0,9,3,1,3,0,9,7,4,7,8,4,1,3,2,6,1,1,2,5,4,8,5,4,3,6,4,6,8,3,2,0,0,5,7,6,0,1,5,7,7,9,6,8,1,7,2,3,9,8,4,5,0,9,2,8,2,6,362500,507500
"512500,362500",8,0,9,3,1,3,0,9,7,5,7,9,4,1,3,2,4,1,1,2,7,6,9,6,5,3,5,4,5,7,3,2,0,0,6,8,5,0,1,4,7,6,9,6,8,2,8,2,3,8,7,4,4,0,9,2,8,1,6,362500,512500
"517500,362500",8,0,9,3,1,3,0,9,7,5,7,9,3,1,2,2,4,1,1,2,8,5,9,6,8,3,4,4,5,7,3,2,0,0,6,8,5,0,1,4,6,6,9,6,8,2,8,3,5,7,7,4,4,0,9,2,7,1,6,362500,517500
"522500,362500",9,0,9,2,1,3,0,9,8,7,6,9,4,1,2,2,4,1,1,3,7,6,8,5,6,3,4,4,5,8,3,2,0,0,7,8,5,0,1,3,7,5,9,7,8,2,8,3,5,6,7,4,4,0,9,2,6,1,6,362500,522500
"527500,362500",8,1,9,3,2,3,1,9,7,5,9,7,4,0,2,2,5,1,0,2,8,6,8,5,6,3,4,4,5,8,3,1,0,0,7,9,5,0,1,4,7,6,9,8,8,2,7,3,4,7,6,4,3,0,9,2,6,1,6,362500,527500
"532500,362500",7,1,9,3,2,2,0,9,8,4,8,6,4,0,2,2,5,1,0,2,8,6,7,5,6,4,4,5,8,7,3,1,0,0,6,9,5,1,1,4,9,7,9,7,8,3,6,3,3,7,5,4,3,0,9,2,8,1,6,362500,532500
"537500,362500",7,1,9,3,1,2,0,8,8,4,9,6,3,0,2,2,5,2,0,2,7,5,7,4,6,3,4,6,6,6,4,1,0,0,8,9,5,1,1,5,8,7,9,7,8,3,7,3,4,9,5,4,3,0,9,1,8,2,6,362500,537500
"542500,362500",7,0,9,3,2,2,0,8,8,4,8,6,3,1,2,2,5,1,1,3,8,6,8,4,7,3,4,5,5,7,4,0,0,0,7,9,5,1,1,4,7,7,9,6,9,3,6,3,5,8,6,4,2,0,9,1,9,2,6,362500,542500
"547500,362500",7,1,9,3,1,2,0,8,8,3,8,6,3,1,2,2,4,2,1,4,8,6,8,4,6,3,4,5,6,7,4,0,0,0,7,9,5,1,1,5,7,7,9,6,8,3,7,2,5,9,6,4,3,0,9,0,9,2,5,362500,547500
"502500,357500",8,0,9,3,1,2,0,9,7,4,6,8,3,1,3,2,5,0,1,3,8,7,9,6,5,4,5,3,4,7,3,2,0,0,5,8,6,1,0,5,6,7,9,6,8,1,7,2,4,9,7,4,6,1,9,2,8,2,4,357500,502500
"507500,357500",8,0,9,3,1,2,0,9,7,4,7,8,4,1,3,2,5,1,1,2,7,6,9,5,5,3,6,4,4,7,3,2,0,0,6,8,6,1,0,4,6,8,9,6,8,1,7,2,3,9,7,4,5,0,9,3,8,2,5,357500,507500
"512500,357500",9,0,9,3,1,2,0,9,7,4,8,8,4,1,3,2,4,1,1,3,7,6,9,5,6,3,5,4,5,7,3,2,0,0,6,8,6,1,0,4,7,7,9,6,8,2,8,2,3,8,6,5,4,0,9,2,7,1,5,357500,512500
"517500,357500",8,0,9,3,1,3,0,9,7,5,7,9,3,1,2,2,4,1,1,2,8,5,9,6,8,3,5,4,5,8,3,2,0,0,6,8,5,0,1,4,6,6,9,7,7,2,8,3,4,7,6,4,4,0,9,2,7,1,6,357500,517500
"522500,357500",8,0,9,2,1,3,0,9,7,5,8,9,3,0,3,1,3,2,1,2,8,6,9,4,8,4,5,4,4,9,4,2,0,1,7,8,6,1,1,5,6,5,8,7,7,2,7,3,3,6,6,5,4,0,9,2,6,0,7,357500,522500
"527500,357500",7,0,9,3,1,2,1,9,8,5,8,7,3,1,2,4,4,2,1,2,9,7,8,5,6,3,4,4,5,9,5,2,0,0,7,8,6,0,0,4,6,6,7,9,8,3,7,2,3,8,5,4,3,0,9,1,6,1,6,357500,527500
"532500,357500",7,1,9,4,2,3,1,9,8,5,9,7,4,1,2,3,4,1,0,2,8,6,8,4,6,3,4,5,6,7,3,2,0,0,7,8,5,0,0,5,7,6,9,7,8,2,6,2,3,9,5,4,3,0,9,1,8,1,6,357500,532500
"537500,357500",7,1,9,3,2,2,0,9,9,4,8,7,4,1,2,2,4,2,0,3,8,6,7,4,6,3,4,5,5,6,4,1,0,0,8,8,5,0,1,5,8,7,9,6,9,2,7,3,3,8,6,5,3,0,9,1,7,1,6,357500,537500
"542500,357500",7,0,9,3,2,2,0,8,8,4,8,6,3,1,2,2,4,1,1,3,7,6,7,4,7,3,4,5,5,6,4,0,0,0,8,9,6,1,1,5,8,7,9,6,9,3,7,3,4,8,6,5,2,0,9,1,9,2,5,357500,542500
"547500,357500",7,1,9,3,1,2,0,8,8,3,8,6,3,1,2,2,4,1,2,4,8,6,7,4,6,2,4,5,5,7,4,0,0,0,7,9,6,0,1,5,7,8,9,5,8,3,6,3,5,9,7,4,3,0,9,1,9,2,6,357500,547500
"502500,352500",8,0,9,3,1,2,0,9,7,5,8,8,3,2,3,2,5,1,1,4,8,5,8,5,6,3,6,4,4,7,3,2,0,0,6,7,6,1,0,5,7,8,9,6,9,1,7,2,3,9,7,4,4,0,9,1,6,2,4,352500,502500
"507500,352500",8,0,9,3,1,3,0,9,7,4,8,7,3,1,3,2,5,1,1,3,8,6,8,4,6,2,6,4,4,8,2,2,0,0,5,7,7,1,0,4,8,9,9,6,7,1,6,3,2,9,6,5,5,0,9,4,7,2,5,352500,507500
