label,year1958,year1959,year1960,year1961,year1962,year1963,year1964,year1965,year1966,year1967,year1968,year1969,year1970,year1971,year1972,year1973,year1974,year1975,year1976,year1977,year1978,year1979,year1980,year1981,year1982,year1983,year1984,year1985,year1986,year1987,year1988,year1989,year1990,year1991,year1992,year1993,year1994,year1995,year1996,year1997,year1998,year1999,year2000,year2001,year2002,year2003,year2004,year2005,year2006,year2007,year2008,year2009,year2010,year2011,year2012,year2013,year2014,year2015,year2016,northing,easting
"372500,627500",7,1,7,1,5,8,0,6,8,8,9,2,1,0,0,0,3,1,1,2,5,4,6,3,3,3,4,7,6,7,4,0,4,2,6,8,2,2,0,2,9,4,9,4,9,1,7,6,3,5,9,6,5,7,9,3,8,8,5,627500,372500
"377500,627500",5,1,8,1,5,9,0,9,8,6,7,3,2,0,0,0,3,1,1,3,6,5,7,4,2,3,5,7,7,8,4,0,4,2,5,8,1,2,1,2,8,4,9,3,9,0,8,7,2,4,9,6,6,4,9,3,7,6,6,627500,377500
"382500,627500",6,2,7,1,5,9,0,8,8,5,6,3,2,0,0,0,3,1,1,3,8,4,6,4,3,4,5,7,6,7,4,0,3,2,5,7,1,2,1,2,9,4,9,5,9,0,7,7,1,4,9,8,6,3,9,2,8,6,8,627500,382500
"387500,627500",5,3,7,1,3,9,0,8,8,7,5,5,2,0,0,0,2,1,1,4,6,4,6,4,3,4,6,7,6,7,3,0,2,1,5,7,2,4,1,2,9,4,9,6,9,0,8,6,1,3,9,8,7,2,9,3,8,5,8,627500,387500
"392500,627500",6,3,7,1,3,8,0,8,7,7,5,5,2,0,0,0,3,1,1,4,7,4,6,4,2,5,5,6,4,7,4,0,2,1,4,8,3,6,1,2,9,3,9,6,9,0,8,6,1,2,9,8,7,2,9,3,8,5,9,627500,392500
"397500,627500",7,1,8,3,3,8,0,6,7,6,5,5,1,1,0,0,3,2,1,5,7,4,6,4,2,5,6,4,4,7,4,0,1,2,3,5,1,3,0,3,9,4,8,7,9,0,9,8,2,2,9,8,9,2,9,6,7,6,8,627500,397500
"352500,622500",5,0,5,1,5,7,1,7,6,7,5,2,1,0,0,0,3,1,1,3,4,4,3,3,6,2,3,8,8,6,4,0,8,2,6,7,5,1,2,3,8,4,9,2,9,0,8,6,7,4,9,7,2,8,9,6,9,9,4,622500,352500
"357500,622500",6,1,5,2,6,8,0,7,7,6,7,1,1,0,0,0,4,1,1,2,5,6,4,3,4,3,4,8,8,7,4,0,6,2,5,7,3,1,2,3,8,3,9,2,9,0,8,6,5,4,9,7,2,8,9,3,9,9,5,622500,357500
"362500,622500",9,0,5,2,6,7,0,7,7,7,7,2,1,1,0,0,3,1,1,2,5,6,6,3,4,4,4,8,6,8,4,0,4,2,5,6,2,1,1,2,7,3,9,3,9,0,8,6,4,5,9,8,3,8,9,3,8,9,5,622500,362500
"367500,622500",8,1,5,1,5,7,0,4,7,8,7,3,2,0,0,0,3,1,1,2,7,5,6,3,4,4,5,7,6,8,4,0,4,2,6,6,2,1,1,2,7,3,9,3,9,0,8,6,4,5,9,8,3,8,9,2,9,9,6,622500,367500
"372500,622500",7,2,6,1,5,7,0,5,7,7,8,3,1,0,0,0,3,1,1,2,6,4,6,3,3,3,5,8,6,8,4,0,4,2,6,8,1,2,1,2,9,4,9,4,9,0,8,6,2,4,9,7,5,7,9,3,8,9,5,622500,372500
"377500,622500",4,9,6,1,4,9,0,7,6,5,7,2,2,0,0,0,3,1,2,3,6,5,7,4,2,3,6,7,7,8,3,0,5,1,6,8,1,2,1,1,8,4,9,3,9,0,8,7,2,4,9,5,5,4,9,3,8,8,6,622500,377500
"382500,622500",2,9,4,0,2,8,0,6,5,6,5,1,2,1,1,0,4,0,3,4,7,4,5,3,2,7,6,8,8,8,4,0,3,1,6,7,1,3,3,4,9,5,9,5,9,0,8,6,1,3,9,7,7,2,9,2,7,6,8,622500,382500
"387500,622500",3,9,5,0,2,8,0,6,6,6,5,2,2,1,1,0,3,0,3,4,7,3,5,3,2,7,6,8,8,7,4,0,3,1,6,7,1,4,2,4,9,4,9,6,8,0,7,5,1,2,9,8,7,1,9,4,8,5,9,622500,387500
"392500,622500",6,4,7,1,3,8,0,8,7,6,6,4,2,1,0,0,3,0,2,4,8,3,5,4,3,5,5,7,5,7,4,0,2,1,5,7,2,6,1,2,9,3,9,6,9,0,8,6,1,2,9,8,7,1,9,3,8,4,9,622500,392500
"397500,622500",7,1,8,3,3,8,0,6,7,6,5,4,1,1,0,0,3,1,1,4,7,3,6,4,3,4,5,6,4,7,5,0,2,2,4,5,1,3,0,2,9,5,8,7,9,0,8,8,2,2,9,8,9,2,9,6,7,6,9,622500,397500
"352500,617500",5,1,6,1,6,7,0,8,7,7,4,2,1,0,0,0,4,0,1,3,3,4,2,5,7,2,3,8,8,5,4,1,8,3,6,6,4,1,2,4,8,3,8,2,9,0,6,6,7,3,9,7,2,9,9,5,9,9,5,617500,352500
"357500,617500",6,1,6,2,8,8,1,7,7,7,7,1,0,0,0,0,4,1,1,2,4,5,3,3,4,3,5,8,8,6,4,0,6,2,6,6,3,1,2,3,8,3,9,2,9,0,7,5,5,4,9,7,2,9,9,4,8,9,5,617500,357500
"362500,617500",6,1,6,2,7,8,0,7,7,6,7,2,1,0,0,0,4,1,1,2,5,6,4,3,5,3,4,8,7,7,4,0,5,2,5,6,2,1,1,2,8,3,9,3,9,0,8,6,4,4,9,8,3,8,9,3,9,9,5,617500,362500
"367500,617500",7,1,6,1,6,7,0,6,7,8,7,2,2,0,0,0,4,1,1,2,6,5,5,3,4,3,4,8,6,7,5,0,4,2,6,7,2,1,1,2,8,4,9,3,9,0,8,5,3,4,9,8,3,8,9,3,9,9,5,617500,367500
"372500,617500",6,3,6,1,4,7,0,6,7,7,7,1,2,0,0,0,4,1,1,2,6,5,5,4,3,3,5,8,7,8,5,0,4,1,6,7,2,2,1,2,9,5,9,3,9,0,8,6,2,4,9,8,3,8,9,3,8,9,4,617500,372500
"377500,617500",4,9,6,1,3,8,0,7,7,7,6,1,1,0,0,0,3,1,2,3,6,4,5,3,2,4,6,8,7,7,4,0,4,1,5,7,2,2,1,2,9,5,9,4,9,0,8,6,2,3,9,8,5,6,9,3,8,8,5,617500,377500
"382500,617500",2,9,5,0,2,8,0,6,5,6,5,1,2,1,1,0,4,0,3,4,7,3,4,2,2,7,6,8,8,8,4,0,3,1,6,7,1,3,3,4,9,5,9,6,9,0,8,6,1,2,9,8,5,4,9,3,7,7,7,617500,382500
"387500,617500",3,9,5,1,2,8,0,6,5,7,5,2,1,1,0,0,3,0,4,4,7,3,4,3,2,7,5,8,8,7,4,0,3,1,6,7,1,3,2,4,9,5,9,6,9,0,8,6,1,2,9,8,6,2,9,4,7,6,8,617500,387500
"392500,617500",7,1,7,1,3,8,0,8,8,6,6,5,2,1,0,0,2,0,3,3,6,3,4,4,4,5,4,7,6,5,5,0,3,1,4,6,2,3,1,2,9,5,9,7,9,0,8,7,1,2,9,8,7,2,9,4,8,6,9,617500,392500
"397500,617500",8,0,7,2,3,7,0,7,8,6,5,5,3,1,0,0,3,1,2,4,7,3,5,4,3,4,4,6,5,6,5,0,2,1,4,6,1,3,1,2,9,4,9,7,9,0,8,8,1,2,9,8,9,2,9,6,7,6,8,617500,397500
"352500,612500",5,1,6,1,5,7,1,8,7,7,5,2,1,0,0,0,4,0,0,3,3,4,2,4,7,2,3,8,8,6,4,1,8,3,6,6,5,1,2,4,8,3,9,2,9,0,7,6,6,3,9,7,2,8,9,5,9,9,4,612500,352500
"357500,612500",5,1,7,1,3,7,1,4,6,7,7,1,1,0,0,0,5,1,0,2,2,4,2,3,6,3,4,8,8,6,4,0,7,3,6,7,4,2,2,3,8,5,9,3,9,0,8,6,6,4,9,8,2,8,9,5,9,9,5,612500,357500
"362500,612500",6,1,7,1,4,8,1,5,6,8,7,1,1,0,0,0,5,1,0,2,4,4,2,3,6,3,4,8,7,7,5,0,6,2,6,7,3,2,2,2,7,5,9,3,9,0,8,6,4,3,9,9,3,8,9,4,8,9,5,612500,362500
"367500,612500",6,1,6,1,4,7,0,5,6,8,8,1,2,0,1,0,5,0,1,4,7,5,4,5,3,4,6,8,7,7,6,0,2,1,5,8,3,2,2,2,7,6,9,3,9,0,8,4,3,3,9,9,2,8,9,3,7,9,4,612500,367500
"372500,612500",5,2,6,1,3,6,0,5,7,8,9,1,2,0,1,0,5,0,1,4,7,6,5,4,4,4,6,8,7,7,6,0,2,1,5,8,4,2,2,2,8,6,9,3,9,0,7,4,3,3,9,8,1,7,9,3,8,9,3,612500,372500
"377500,612500",5,7,6,1,2,6,0,7,7,8,6,1,2,0,1,0,3,0,2,3,6,5,4,3,3,3,4,8,7,7,5,0,4,1,5,7,2,1,1,2,9,6,9,4,9,0,8,6,3,4,9,8,2,8,9,4,8,9,5,612500,377500
"382500,612500",4,9,7,1,3,8,0,6,7,7,4,1,1,0,1,0,3,0,3,3,5,4,3,2,2,3,5,8,7,6,6,0,4,1,4,6,2,2,1,2,9,7,9,5,9,0,8,6,2,5,9,8,4,6,9,5,8,8,7,612500,382500
"387500,612500",4,8,7,1,2,9,0,7,7,8,5,2,1,1,0,0,3,0,6,3,5,4,4,3,2,4,5,8,6,6,4,0,3,1,6,6,1,2,1,2,9,6,9,5,9,0,8,7,2,3,9,8,4,3,9,5,7,8,7,612500,387500
"392500,612500",7,1,7,1,2,9,0,8,8,6,5,4,1,1,0,0,2,0,4,3,6,3,4,3,4,4,5,7,6,5,5,0,3,1,4,7,2,2,1,2,9,6,9,6,9,0,8,7,2,3,9,8,6,3,9,5,7,8,8,612500,392500
"397500,612500",7,0,7,2,2,7,0,8,8,6,5,5,2,1,0,0,3,1,3,4,6,4,5,4,3,3,5,7,4,6,4,0,2,1,4,6,1,3,1,2,9,6,9,7,9,0,9,8,1,2,9,8,8,3,9,5,6,7,8,612500,397500
"352500,607500",5,1,6,1,4,7,1,5,6,7,6,1,1,0,0,0,4,1,0,3,3,4,2,3,7,2,3,8,8,6,5,0,8,3,7,7,6,2,2,3,8,5,9,2,9,0,7,5,6,4,9,8,2,9,9,4,8,9,4,607500,352500
"357500,607500",5,1,7,0,3,7,1,3,5,7,7,1,1,0,1,0,6,1,0,2,4,4,2,3,6,3,4,8,8,6,5,0,7,3,6,7,4,2,2,2,8,6,9,2,9,0,8,5,5,4,9,9,3,8,9,4,8,9,6,607500,357500
"362500,607500",5,1,6,1,3,7,0,4,6,8,7,1,1,0,1,0,5,0,1,2,5,4,2,3,6,3,4,8,7,7,5,0,7,2,6,8,4,2,3,2,7,6,9,3,9,0,8,6,4,2,9,9,3,8,9,4,8,9,5,607500,362500
"367500,607500",3,1,5,1,2,3,0,4,6,8,8,1,2,0,1,0,5,0,1,3,7,4,3,4,4,4,6,7,7,7,4,0,7,3,6,7,3,2,6,2,8,6,9,1,9,0,8,5,6,5,9,9,2,8,9,2,8,9,5,607500,367500
"372500,607500",3,1,4,1,1,2,0,6,6,8,8,1,2,0,1,0,5,0,1,4,7,6,5,5,5,3,5,8,7,7,6,0,6,3,6,7,4,2,2,2,8,7,9,3,9,0,8,4,3,4,9,9,2,7,9,3,8,9,4,607500,372500
"377500,607500",4,1,5,1,1,3,0,8,7,8,6,1,2,0,1,0,4,0,2,3,6,5,4,3,4,3,3,8,7,7,6,0,7,2,5,6,3,1,2,2,9,7,9,4,9,0,8,6,4,6,9,9,2,7,9,5,8,8,5,607500,377500
"382500,607500",5,3,6,1,2,6,0,7,7,8,4,1,1,0,1,0,4,0,3,3,5,5,4,3,2,2,3,8,7,7,5,0,6,2,4,5,2,1,1,2,9,8,9,4,9,0,8,6,4,6,9,9,3,7,9,6,8,8,7,607500,382500
"387500,607500",5,4,7,1,2,8,0,7,7,7,5,2,1,1,0,0,3,0,3,4,6,5,4,4,2,3,4,8,6,7,5,0,4,2,6,6,1,2,1,1,9,8,9,5,9,0,8,6,2,3,9,9,3,3,9,6,7,8,8,607500,387500
"392500,607500",7,1,7,1,2,8,0,8,7,6,6,4,1,1,0,0,2,0,4,3,6,5,4,4,3,4,5,8,5,7,4,0,3,2,5,7,2,2,1,1,9,7,9,5,9,0,8,6,2,3,9,9,3,3,9,6,6,8,8,607500,392500
"397500,607500",7,0,8,2,3,8,0,9,7,6,5,5,1,1,0,0,2,1,3,4,6,5,5,4,3,3,5,7,4,7,4,0,2,1,4,7,1,2,1,2,9,6,9,6,9,0,8,8,2,3,9,8,6,3,9,4,6,8,7,607500,397500
"352500,602500",4,1,5,2,4,6,0,5,6,7,5,1,2,0,0,0,5,0,1,3,3,4,3,3,7,2,3,8,8,6,6,1,8,4,7,6,7,2,1,2,8,7,8,2,9,0,7,4,6,3,9,9,1,9,9,5,8,9,4,602500,352500
"357500,602500",4,1,6,1,3,7,0,4,6,7,5,1,2,0,0,0,5,0,1,3,4,4,3,3,7,2,3,8,8,6,6,1,7,3,6,7,5,2,2,2,8,7,9,2,9,0,8,5,6,4,9,8,1,9,9,4,8,9,5,602500,357500
"362500,602500",4,1,6,1,3,5,0,5,6,7,5,1,1,0,1,0,4,0,1,3,4,4,2,3,7,3,3,8,8,7,6,0,7,3,6,7,4,2,2,2,8,7,9,2,9,0,8,6,5,5,9,9,2,8,9,4,8,9,6,602500,362500
"367500,602500",3,1,4,1,2,3,0,7,6,8,6,1,1,0,1,0,4,0,1,4,6,5,3,3,6,3,4,8,7,7,6,0,7,3,6,7,4,2,2,2,8,7,9,2,9,0,8,5,5,5,9,8,2,8,9,4,9,9,5,602500,367500
"372500,602500",3,1,4,1,1,2,0,8,7,8,6,1,2,0,1,0,5,0,3,5,6,6,5,5,6,3,3,8,7,7,6,0,8,3,4,4,4,2,1,2,8,8,9,2,9,0,7,3,4,6,9,9,2,7,9,5,7,9,4,602500,372500
"377500,602500",4,0,5,1,1,2,1,8,7,8,6,1,2,0,1,0,4,0,2,4,6,5,3,3,5,3,2,8,7,7,6,0,7,3,4,5,4,1,2,3,8,7,9,3,9,0,8,6,4,6,9,9,2,7,9,6,8,9,5,602500,377500
"382500,602500",4,1,5,1,1,4,0,7,6,7,5,2,1,0,1,0,3,0,2,3,6,5,3,3,4,2,2,7,6,7,5,0,6,2,4,6,3,1,2,3,8,8,9,4,9,0,8,6,5,7,9,9,4,8,9,7,8,9,8,602500,382500
"387500,602500",5,1,7,1,1,5,0,8,7,7,5,3,1,0,1,0,2,0,3,4,6,6,4,4,3,3,3,8,6,7,5,0,5,2,4,6,2,2,1,2,9,8,9,4,9,0,8,6,2,4,9,8,3,6,9,7,8,9,7,602500,387500
"392500,602500",6,1,8,2,2,6,0,8,7,7,6,4,1,1,0,0,2,0,3,4,7,6,4,5,3,3,3,7,5,8,5,0,3,1,4,7,2,2,1,1,9,6,9,5,9,0,8,6,2,3,9,9,4,4,9,5,7,8,8,602500,392500
"397500,602500",7,1,8,3,2,6,0,9,7,6,5,5,1,1,1,0,2,0,4,4,8,6,3,5,3,3,4,6,5,8,4,0,3,1,3,8,2,2,0,1,9,4,9,6,9,0,7,7,2,2,9,8,6,4,9,5,7,8,7,602500,397500
"552500,247500",8,2,9,3,1,3,0,6,5,5,7,4,5,4,0,0,7,2,1,3,4,7,1,6,6,4,7,3,7,9,5,2,0,1,8,8,4,3,0,1,8,6,9,9,7,2,5,1,8,6,8,6,3,0,9,2,9,4,2,247500,552500
"557500,247500",8,3,9,3,2,4,0,7,5,6,8,4,6,3,1,0,7,2,0,3,5,7,1,6,6,5,8,4,7,9,4,1,0,1,7,8,3,2,0,1,7,5,9,9,6,2,4,1,8,6,8,5,3,0,9,2,9,4,2,247500,557500
"562500,247500",8,2,9,4,1,5,0,6,4,5,8,4,5,2,1,0,6,2,0,3,5,7,3,6,6,4,6,3,7,9,4,1,0,1,8,8,3,3,0,1,7,6,9,9,8,2,7,1,7,7,8,5,3,0,9,2,9,4,2,247500,562500
"567500,247500",8,3,9,5,1,6,0,6,4,5,7,5,6,2,1,0,7,2,0,3,4,8,3,5,6,4,6,2,7,9,4,1,0,1,7,8,3,3,0,1,7,7,9,9,8,2,8,1,5,6,8,4,3,0,9,2,9,4,2,247500,567500
"572500,247500",8,9,9,5,1,5,0,6,4,5,7,3,6,2,2,0,7,2,0,2,4,7,3,6,6,4,6,2,6,9,4,1,0,1,7,8,3,3,0,1,7,7,9,9,8,2,8,1,5,5,8,4,3,0,9,1,8,4,3,247500,572500
"577500,247500",8,8,9,4,2,5,0,7,4,4,6,3,6,2,1,1,7,2,0,2,3,7,3,7,6,6,5,2,7,9,5,2,0,0,8,7,3,3,0,1,6,6,9,9,9,1,8,1,4,4,8,5,4,0,8,1,9,5,3,247500,577500
"582500,247500",8,1,9,5,2,4,0,7,4,3,6,4,5,2,1,1,7,2,0,3,3,7,4,7,8,7,6,2,6,9,6,1,0,0,8,7,3,3,0,2,6,6,9,9,9,1,8,1,5,5,8,5,3,0,8,2,9,4,4,247500,582500
"587500,247500",9,1,9,5,2,4,0,7,4,4,6,4,5,3,1,1,7,3,0,2,4,6,3,8,7,5,7,2,6,8,5,1,0,0,8,6,3,2,0,2,7,6,9,9,8,1,8,1,6,7,8,5,3,0,9,2,9,3,4,247500,587500
"592500,247500",8,0,9,4,2,3,0,7,4,4,5,5,5,4,1,1,7,3,0,2,4,5,3,7,6,3,6,2,6,8,6,1,1,0,9,6,4,2,0,1,7,7,9,9,8,1,8,2,7,8,8,6,3,0,9,2,9,3,5,247500,592500
"597500,247500",9,0,9,3,2,4,0,8,6,4,5,6,5,3,0,1,7,2,0,4,3,5,2,7,6,3,7,3,7,8,6,1,1,0,8,6,4,2,0,2,8,7,9,9,9,1,7,1,6,5,8,2,4,1,9,3,8,4,5,247500,597500
"552500,242500",9,1,8,3,2,4,0,6,5,6,8,4,7,4,1,0,8,4,0,2,5,7,2,6,7,3,6,3,6,9,4,3,0,1,6,8,3,3,0,1,8,5,9,9,8,2,5,1,7,7,7,5,2,0,9,2,9,4,1,242500,552500
"557500,242500",8,1,9,3,2,4,0,7,5,5,7,4,6,4,0,0,8,3,1,2,5,7,2,5,6,3,6,3,7,9,4,2,0,1,8,8,4,3,0,1,7,5,9,9,8,2,6,1,6,8,7,6,3,0,9,2,9,4,1,242500,557500
"562500,242500",8,2,9,4,2,5,0,6,5,5,7,4,5,3,1,0,7,1,1,3,4,8,3,6,6,3,6,3,7,9,4,1,0,0,8,8,4,2,0,1,7,6,9,9,8,2,7,1,6,7,8,5,3,0,9,2,9,4,2,242500,562500
"567500,242500",9,2,9,5,1,6,0,6,4,5,7,4,6,3,1,0,7,2,0,3,4,7,3,5,6,4,7,2,8,9,4,1,0,1,7,8,3,2,0,1,6,7,9,9,8,2,8,1,5,6,8,5,3,0,9,2,8,4,3,242500,567500
"572500,242500",9,6,9,4,2,4,0,7,5,5,6,4,6,2,2,0,7,1,0,2,3,6,3,6,6,5,7,1,8,9,4,1,0,1,7,8,3,3,0,2,7,7,9,9,9,2,8,1,4,5,8,5,3,0,8,1,8,3,4,242500,572500
"577500,242500",8,4,9,4,2,3,0,7,5,4,6,4,6,2,1,1,7,2,0,2,3,7,3,6,7,6,6,2,6,8,5,1,0,0,8,8,3,3,0,1,7,7,9,9,9,1,8,1,5,5,8,5,3,0,9,2,9,4,4,242500,577500
"582500,242500",9,1,8,5,2,4,0,8,5,4,6,4,5,2,1,1,7,2,0,3,4,6,3,7,7,6,6,3,6,9,6,2,0,0,8,7,3,2,0,1,7,7,9,9,8,1,8,1,4,5,8,5,3,0,9,2,9,3,4,242500,582500
"587500,242500",9,0,8,3,2,6,1,5,4,3,4,4,5,2,0,1,7,2,0,2,4,6,3,8,7,6,7,5,7,9,5,1,1,0,8,6,3,2,0,1,7,7,9,9,8,1,8,2,6,6,8,5,3,0,9,4,9,3,4,242500,587500
"592500,242500",9,0,9,4,2,4,1,8,6,4,5,5,5,3,0,1,7,3,0,2,4,6,3,7,7,3,6,2,6,8,5,1,1,0,8,6,4,2,0,1,7,7,9,9,8,1,8,2,6,7,8,4,3,0,9,2,9,3,5,242500,592500
"597500,242500",9,0,9,4,2,3,1,8,7,4,6,5,5,3,0,1,7,4,0,2,4,5,3,7,6,2,7,3,6,8,5,1,1,0,9,7,4,2,0,1,8,6,9,9,8,1,7,2,6,6,8,4,3,0,9,2,8,3,5,242500,597500
"552500,237500",9,1,8,2,2,4,0,6,4,4,7,4,7,5,1,0,8,3,1,2,6,7,2,6,5,3,5,2,6,9,5,3,0,1,8,7,4,3,0,0,7,6,9,9,8,3,5,1,7,8,8,6,2,0,9,3,9,4,1,237500,552500
"557500,237500",9,1,8,3,2,5,0,7,6,6,7,4,5,4,0,0,8,3,1,2,6,7,3,5,5,3,6,2,7,9,4,3,0,1,8,8,4,2,0,1,7,5,9,9,8,3,7,1,6,8,6,4,2,0,9,2,9,4,1,237500,557500
"562500,237500",8,2,9,4,3,4,0,6,6,8,7,5,8,4,1,0,8,3,1,3,6,7,2,6,6,3,5,3,6,9,3,2,0,0,8,8,4,1,0,1,7,4,9,9,7,1,7,0,5,5,7,4,2,1,9,2,9,5,2,237500,562500
"567500,237500",8,3,9,5,2,4,0,6,5,6,7,4,6,3,1,0,8,2,1,3,5,7,2,6,6,3,6,2,7,9,4,1,0,1,8,8,5,3,0,1,8,7,9,9,8,1,7,0,4,5,7,4,3,0,9,2,9,4,2,237500,567500
"572500,237500",9,3,9,4,3,4,0,7,5,5,7,4,6,3,1,1,8,2,0,2,4,7,2,7,6,4,6,2,6,8,5,3,0,0,8,8,5,1,0,1,6,8,9,9,9,2,7,2,5,6,7,3,1,0,9,1,8,4,3,237500,572500
"577500,237500",8,2,9,5,3,4,0,7,6,4,6,3,6,2,0,1,7,1,0,3,4,7,3,7,6,4,6,2,5,8,5,2,0,1,8,7,5,2,0,1,7,8,9,9,9,1,8,1,5,6,8,4,3,0,9,2,9,4,3,237500,577500
"582500,237500",8,0,9,5,4,4,0,7,6,6,2,3,5,2,1,1,7,2,0,2,4,6,3,7,7,3,5,4,7,8,6,2,0,2,8,7,4,1,0,1,6,9,9,9,8,1,8,1,5,6,8,5,3,0,9,3,9,3,4,237500,582500
"587500,237500",9,0,9,3,2,4,0,7,6,4,4,5,5,2,0,1,7,3,0,2,4,6,3,7,8,3,6,3,5,9,6,1,1,1,8,7,4,2,0,1,7,7,9,9,8,1,8,2,5,6,8,5,3,0,9,6,8,2,4,237500,587500
"592500,237500",9,0,9,3,1,3,0,7,7,4,5,5,6,3,0,1,7,3,0,3,4,6,4,7,8,2,6,2,6,8,5,2,1,1,8,7,4,2,0,2,6,6,9,9,8,1,8,1,5,6,8,4,3,0,9,5,9,2,4,237500,592500
"597500,237500",9,0,9,5,1,3,1,8,8,5,4,6,5,3,0,0,7,3,0,2,4,7,4,6,7,2,6,4,5,8,5,1,0,1,9,6,3,2,0,2,7,7,9,9,8,1,7,2,6,6,8,4,2,1,9,3,8,3,4,237500,597500
"552500,232500",8,2,8,3,2,4,0,6,5,5,7,4,6,3,1,0,5,2,1,3,6,7,2,7,6,2,5,1,7,9,4,4,0,1,8,8,4,3,0,1,9,6,9,9,8,3,5,1,7,7,8,6,2,0,9,3,9,4,0,232500,552500
"557500,232500",9,1,9,4,2,3,0,6,5,5,6,4,7,3,0,0,8,2,1,3,6,7,2,5,6,3,4,2,7,8,5,3,0,1,8,7,4,2,0,1,8,6,9,9,8,3,5,1,7,7,8,6,2,0,9,4,9,4,1,232500,557500
"562500,232500",9,1,9,4,2,3,0,6,5,6,6,4,7,3,1,0,8,2,1,3,6,7,2,5,6,3,5,2,7,8,6,3,0,1,8,8,4,3,0,1,8,7,9,9,8,1,7,0,4,5,7,4,2,0,9,5,9,4,2,232500,562500
"567500,232500",9,2,9,4,2,3,0,8,6,5,7,4,6,3,1,0,8,2,0,3,6,7,2,7,6,3,5,3,7,8,5,1,0,1,8,8,4,3,0,1,7,6,9,9,8,1,7,0,4,5,6,4,2,1,9,4,9,5,2,232500,567500
"572500,232500",8,1,9,4,3,3,0,7,6,5,6,4,6,3,0,1,8,2,0,3,4,7,2,7,6,3,6,2,5,8,5,2,0,1,8,8,4,2,0,1,7,7,9,9,9,1,8,1,5,6,7,4,3,0,9,4,9,5,2,232500,572500
"577500,232500",8,1,9,4,2,3,0,7,7,5,5,4,6,3,0,1,7,2,0,3,4,7,3,6,6,3,6,2,5,8,6,2,0,1,8,7,4,2,0,1,7,8,9,9,9,1,8,1,5,6,8,5,3,0,9,4,9,4,2,232500,577500
"582500,232500",9,0,9,4,1,2,0,7,7,5,4,4,6,2,0,1,7,2,0,2,4,6,3,7,6,3,6,3,5,8,6,2,1,1,8,7,5,3,0,1,7,8,9,9,8,1,8,2,3,6,8,5,4,0,9,5,9,4,3,232500,582500
"587500,232500",8,0,9,4,2,3,0,7,7,4,4,5,5,2,0,0,7,3,0,2,4,6,3,7,7,2,6,3,5,8,6,1,1,1,8,7,4,2,0,1,6,8,9,9,9,1,8,2,5,6,8,5,3,1,9,6,9,4,3,232500,587500
"592500,232500",9,0,9,5,2,3,1,7,7,4,3,4,6,4,0,0,7,2,0,2,3,6,4,6,8,2,6,2,6,8,6,1,1,0,8,7,5,2,0,3,7,7,9,9,8,1,8,1,5,5,8,4,3,1,9,5,9,3,4,232500,592500
"597500,232500",9,0,9,5,1,2,2,9,8,4,3,6,6,3,0,1,6,5,0,3,5,7,4,6,7,2,6,3,5,8,7,1,0,0,8,6,4,2,0,2,7,7,9,9,8,1,7,1,5,4,8,4,2,1,9,4,8,3,3,232500,597500
"552500,227500",9,1,9,4,2,3,0,6,6,5,6,3,7,2,1,0,8,2,1,4,5,7,2,5,7,3,5,2,7,8,6,3,0,0,8,7,4,3,0,1,8,6,9,9,8,2,5,0,8,6,7,4,3,1,9,4,9,4,1,227500,552500
"557500,227500",9,1,9,4,2,2,0,6,5,7,6,3,7,2,1,0,8,2,1,3,6,8,3,6,7,4,5,1,7,7,5,4,1,0,8,5,3,2,0,1,8,7,9,9,8,2,6,0,8,5,6,4,3,0,9,4,9,4,3,227500,557500
"562500,227500",9,1,9,4,3,3,0,7,5,6,6,3,7,2,1,0,8,2,1,4,5,6,1,7,7,3,5,2,7,8,6,3,0,0,8,8,4,3,0,1,8,6,9,9,8,2,7,1,5,5,6,4,2,0,9,4,9,4,2,227500,562500
"567500,227500",9,1,9,4,3,2,0,8,6,5,7,4,7,3,1,0,8,2,0,3,5,7,2,7,6,3,5,3,6,7,6,3,0,1,8,8,4,2,0,2,7,5,9,9,8,1,8,1,5,6,6,4,2,0,9,4,9,4,1,227500,567500
"572500,227500",8,1,9,4,3,3,0,7,6,5,6,3,6,3,0,1,8,2,0,3,4,7,2,7,6,3,6,2,5,7,6,2,0,1,8,8,4,2,0,1,7,7,9,9,9,1,8,2,5,5,8,5,4,0,9,4,9,4,1,227500,572500
"577500,227500",8,1,9,4,3,4,0,7,7,5,4,3,6,3,0,1,8,2,0,3,4,7,2,6,5,3,6,2,5,8,6,1,0,1,8,7,5,2,0,1,7,7,9,9,9,1,8,2,5,6,8,6,4,0,9,4,9,3,2,227500,577500
"582500,227500",9,0,9,5,1,3,0,7,7,4,4,4,6,2,0,1,8,2,0,3,5,6,3,6,5,2,7,3,4,8,6,2,0,1,8,7,5,3,0,1,7,8,9,9,8,1,8,2,3,6,7,6,4,1,9,5,9,4,2,227500,582500
"587500,227500",9,0,9,5,2,2,0,7,7,4,4,5,7,1,1,1,8,4,0,3,5,6,3,6,6,2,7,3,5,8,6,2,0,0,8,7,4,2,0,2,6,8,9,9,9,1,8,1,4,4,7,6,3,1,9,5,8,3,3,227500,587500
"592500,227500",9,0,9,5,1,3,1,8,8,5,4,5,5,2,0,0,7,3,0,2,4,6,4,6,7,2,7,3,5,8,6,1,0,1,8,6,4,2,0,2,7,7,9,9,9,1,8,2,4,4,7,6,3,1,9,6,8,3,3,227500,592500
